minute_start_utc,in_count_measured,out_count_measured,in_count_corrected,out_count_corrected,occupancy_corrected_end,occupancy_truth_end,occupancy_abs_err
2026-01-15T06:00:00Z,11.0,8.0,12.449113815519032,7.8190284808925465,4.6300853351158935,4,0.6300853351158935
2026-01-15T06:01:00Z,3.0,8.0,5.246817397109265,7.809297478481226,2.0676052542332855,3,0.9323947457667145
2026-01-15T06:02:00Z,5.0,6.0,6.796296189403033,5.843634994084873,3.0202664500409355,3,0.020266450040935524
2026-01-15T06:03:00Z,6.0,9.0,8.087126032893039,8.789544153813837,2.3178483296092054,0,2.3178483296092054
2026-01-15T06:04:00Z,14.0,6.0,14.935903789305534,5.828856911532845,11.42489520787126,8,3.424895207871259
2026-01-15T06:05:00Z,2.0,5.0,4.318184576125336,4.824124821804822,10.918954962681141,8,2.9189549626811413
2026-01-15T06:06:00Z,2.0,5.0,3.8795841162923077,4.828929952477158,9.969609126985631,6,3.969609126985631
2026-01-15T06:07:00Z,3.0,7.0,4.848093196998759,6.804298454159141,8.013403870314448,2,6.013403870314448
2026-01-15T06:08:00Z,5.0,6.0,6.593893413535775,5.823930682079661,8.783366602259775,3,5.783366602259775
2026-01-15T06:09:00Z,2.0,6.0,4.032989075115081,5.8142722418646375,7.002083435999452,0,7.002083435999452
2026-01-15T06:10:00Z,4.0,5.0,5.947293389103789,4.8436351147209935,8.105741710871314,0,8.105741710871314
2026-01-15T06:11:00Z,9.0,9.0,10.622892608366824,8.784593898820663,9.944040420906617,3,6.944040420906617
2026-01-15T06:12:00Z,10.0,6.0,11.571771088565644,5.828905443687904,15.686906066273423,9,6.686906066273423
2026-01-15T06:13:00Z,6.0,5.0,7.771498401387761,4.838878755049657,18.61952571310036,16,2.6195257131003586
2026-01-15T06:14:00Z,1.0,8.0,3.216620768297173,7.809176140224118,14.02697034166232,11,3.02697034166232
2026-01-15T06:15:00Z,5.0,9.0,6.809585489814744,8.79927467175928,12.037281160206646,8,4.037281160206646
2026-01-15T06:16:00Z,9.0,6.0,10.40968695593575,5.828880697031205,16.618087419599817,11,5.618087419599817
2026-01-15T06:17:00Z,4.0,5.0,6.018954446035853,4.819199313456182,17.817842552668196,10,7.817842552668196
2026-01-15T06:18:00Z,4.0,4.0,5.822737716384644,3.8339538517478524,19.80662641779361,12,7.806626417793609
2026-01-15T06:19:00Z,4.0,6.0,5.896702125537944,5.824052018645275,19.879276525174646,9,10.879276525174646
2026-01-15T06:20:00Z,6.0,9.0,7.720135805454647,8.809127244724166,18.790285086393567,8,10.790285086393567
2026-01-15T06:21:00Z,6.0,10.0,7.76171230067508,9.804224799539949,16.747772588017085,8,8.747772588017085
2026-01-15T06:22:00Z,5.0,8.0,6.852961459128025,7.828855702711631,15.771878344921731,5,10.771878344921731
2026-01-15T06:23:00Z,5.0,8.0,6.818866390706896,7.809200647722878,14.7815440883939,2,12.7815440883939
2026-01-15T06:24:00Z,5.0,6.0,6.977525665138562,5.81424869865454,15.944821055365935,2,13.944821055365935
2026-01-15T06:25:00Z,9.0,3.0,10.502124706521302,2.8536101063540693,23.593335656021054,9,14.593335656021054
2026-01-15T06:26:00Z,6.0,7.0,7.884644275290931,6.799566477925719,24.678413453874157,10,14.678413453874157
2026-01-15T06:27:00Z,5.0,7.0,6.775475676937773,6.843392197580045,24.61049693371939,10,14.61049693371939
2026-01-15T06:28:00Z,3.0,12.0,4.9912468718137495,11.750231268744859,17.851512537275994,1,16.851512537275994
2026-01-15T06:29:00Z,5.0,3.0,6.8473816821714975,2.8878979996266447,21.81099622030837,4,17.81099622030837
2026-01-15T06:30:00Z,8.0,8.0,9.466576237217815,7.789738644506608,23.487833813506825,6,17.487833813506825
2026-01-15T06:31:00Z,3.0,7.0,5.232721557250319,6.823882259981351,21.896673111262942,2,19.896673111262942
2026-01-15T06:32:00Z,8.0,7.0,9.468723959610507,6.819052024282395,24.546345047077978,4,20.546345047077978
2026-01-15T06:33:00Z,5.0,7.0,6.894631405514512,6.809200883579633,24.631775569499723,5,19.631775569499723
2026-01-15T06:34:00Z,4.0,5.0,6.028592724376527,4.824100785959129,25.836267508403807,4,21.836267508403807
2026-01-15T06:35:00Z,8.0,4.0,9.549834202093487,3.8437322986352354,31.542369412348535,9,22.542369412348535
2026-01-15T06:36:00Z,6.0,8.0,7.883185298984635,7.794398050820127,31.63115666099941,10,21.63115666099941
2026-01-15T06:37:00Z,6.0,7.0,7.695667856177196,6.8092485761580175,32.517575941504674,12,20.517575941504674
2026-01-15T06:38:00Z,3.0,4.0,5.236932918151793,3.858389041567045,33.89611981857553,12,21.896119818575528
2026-01-15T06:39:00Z,10.0,9.0,11.33228162235583,8.7699126308657,36.45848881055156,15,21.458488810551557
2026-01-15T06:40:00Z,6.0,4.0,7.888687948152496,3.848537308470356,40.498639450719395,17,23.498639450719395
2026-01-15T06:41:00Z,4.0,5.0,6.034278304085545,4.819198702668329,41.713719052622025,18,23.713719052622025
2026-01-15T06:42:00Z,7.0,6.0,8.680859698755306,5.814175763080992,44.580402988781714,20,24.580402988781714
2026-01-15T06:43:00Z,7.0,6.0,8.760059912826307,5.828880684936744,47.5115822171565,21,26.5115822171565
2026-01-15T06:44:00Z,6.0,8.0,7.855883112318905,7.804297954750177,47.56316737521007,19,28.56316737521007
2026-01-15T06:45:00Z,6.0,7.0,7.884793169017413,6.823881653238986,48.62407889147329,17,31.62407889147329
2026-01-15T06:46:00Z,8.0,7.0,9.424991096157505,6.804371598862254,51.24469838925302,19,32.24469838925302
2026-01-15T06:47:00Z,1.0,4.0,3.280435313140794,3.8437570396356855,50.68137666324236,20,30.68137666324236
2026-01-15T06:48:00Z,5.0,6.0,6.5600100335681955,5.8191262562715345,51.422260441023184,20,31.422260441023184
2026-01-15T06:49:00Z,3.0,8.0,4.85520953725943,7.804322704628102,48.4731472741384,17,31.473147274138398
2026-01-15T06:50:00Z,2.0,7.0,4.070023766648638,6.8386361873689205,45.704534853901805,16,29.704534853901805
2026-01-15T06:51:00Z,7.0,10.0,8.50073717546836,9.784763386667857,44.42050864318577,14,30.42050864318577
2026-01-15T06:52:00Z,5.0,6.0,6.761617803401588,5.868144298981592,45.313982148088996,12,33.313982148088996
2026-01-15T06:53:00Z,2.0,12.0,4.07027806974286,11.764961526384079,37.619298691930624,4,33.619298691930624
2026-01-15T06:54:00Z,5.0,7.0,6.599923159290331,6.838660691356392,37.38056116034738,2,35.38056116034738
2026-01-15T06:55:00Z,3.0,6.0,4.943454718310129,5.8290749329995055,36.494940946140275,2,34.494940946140275
2026-01-15T06:56:00Z,4.0,7.0,5.971503779860296,6.819052727228689,35.64739199925424,2,33.64739199925424
2026-01-15T06:57:00Z,9.0,8.0,10.245051424952978,7.804153069825273,38.088290354863716,4,34.088290354863716
2026-01-15T06:58:00Z,1.0,6.0,3.235050402798686,5.804444632702313,35.51889612544187,1,34.51889612544187
2026-01-15T06:59:00Z,3.0,1.0,4.741480115017983,0.8782401465133264,39.38213609442789,3,36.38213609442789
2026-01-15T07:00:00Z,3.0,8.0,4.892934648054096,7.784642531354916,36.49042821160822,1,35.49042821160822
2026-01-15T07:01:00Z,5.0,8.0,6.718504502038974,7.804128916085922,35.40480379804217,1,34.40480379804217
2026-01-15T07:02:00Z,5.0,5.0,6.729586593433721,4.833976410093452,37.3004139818629,2,35.3004139818629
2026-01-15T07:03:00Z,3.0,5.0,5.14782258425218,4.8436839807133545,37.604552585882175,1,36.604552585882175
2026-01-15T07:04:00Z,9.0,10.0,10.337932122339307,9.774765920398218,38.16771878830332,2,36.16771878830332
2026-01-15T07:05:00Z,4.0,6.0,6.102105798271873,5.843610337233907,38.42621424982099,3,35.42621424982099
2026-01-15T07:06:00Z,6.0,7.0,7.72381695689547,6.819100772110253,39.330930435085634,1,38.330930435085634
