minute_start_utc,in_count_measured,out_count_measured,in_count_corrected,out_count_corrected,occupancy_corrected_end,occupancy_truth_end,occupancy_abs_err,Väntetid
2026-01-15T06:00:00Z,11.0,7.0,11.121443838216532,6.964886156628969,4.156557671137615,4,0.1565576711376151,0.0
2026-01-15T06:01:00Z,6.0,7.0,6.527525782496269,6.964910420794862,3.719173022389238,3,0.7191730223892381,0.0
2026-01-15T06:02:00Z,5.0,7.0,5.461328557482378,6.969811781492822,2.210689787929201,3,0.7893102120707991,0.0
2026-01-15T06:03:00Z,6.0,8.0,6.59890766456129,7.959862376689233,0.8497350653519437,0,0.8497350653519437,0.0
2026-01-15T06:04:00Z,13.0,8.0,12.691845247807448,7.945181243223713,5.596399059486734,8,2.4036009405132663,0.0
2026-01-15T06:05:00Z,5.0,4.0,5.598892975472233,3.989541684736927,7.2057503397736635,8,0.7942496602263365,1.0
2026-01-15T06:06:00Z,3.0,5.0,3.4610054050114494,4.965031999804772,5.701723734532486,6,0.2982762654675142,1.0
2026-01-15T06:07:00Z,3.0,6.0,3.5204311321983064,5.969715197114255,3.2524396591694957,2,1.2524396591694957,0.0
2026-01-15T06:08:00Z,7.0,8.0,6.965684706520259,7.940230732869049,2.277893622374549,3,0.722106377625451,0.0
2026-01-15T06:09:00Z,2.0,5.0,2.701837619448442,4.9796857517281925,4.547964946079326e-05,0,4.547964946079326e-05,0.0
2026-01-15T06:10:00Z,5.0,5.0,5.451948101304289,4.979084061501254,0.47290955448687966,0,0.47290955448687966,0.0
2026-01-15T06:11:00Z,11.0,7.0,11.081919814041733,6.954401769129429,4.600427634434091,3,1.6004276344340909,0.0
2026-01-15T06:12:00Z,12.0,6.0,12.191186982209661,5.969180438141868,10.822434213537328,9,1.8224342135373277,0.0
2026-01-15T06:13:00Z,11.0,5.0,10.965092970282786,4.979153868558846,16.808373350296527,16,0.8083733502965273,1.0
2026-01-15T06:14:00Z,2.0,6.0,2.881757539599988,5.979008143824634,13.711122781106873,11,2.711122781106873,1.0
2026-01-15T06:15:00Z,6.0,9.0,6.274472073662918,8.939598319873031,11.045996569931049,8,3.0459965699310487,2.0
2026-01-15T06:16:00Z,9.0,6.0,8.997527248101036,5.978959611887468,14.06456424117793,11,3.06456424117793,1.0
2026-01-15T06:17:00Z,5.0,5.0,5.512026543258407,4.96935043098484,14.607240388483328,10,4.607240388483328,2.0
2026-01-15T06:18:00Z,6.0,4.0,6.1079558510741006,3.9889346075985466,16.72626166698904,12,4.726261666989039,2.0
2026-01-15T06:19:00Z,2.0,7.0,2.7039013138643,6.9545474781578305,12.475615537723568,9,3.4756155377235682,2.0
2026-01-15T06:20:00Z,7.0,7.0,7.218772170646275,6.988763170932496,12.705624572462996,8,4.705624572462996,2.0
2026-01-15T06:21:00Z,10.0,11.0,9.949985537483524,10.934720259996364,11.720889884973097,8,3.720889884973097,1.0
2026-01-15T06:22:00Z,5.0,8.0,5.521808728756342,7.983836579989607,9.258862068759584,5,4.2588620687595835,1.0
2026-01-15T06:23:00Z,5.0,8.0,5.370705544767255,7.959376154154622,6.6701914943885505,2,4.6701914943885505,1.0
2026-01-15T06:24:00Z,6.0,6.0,6.474612277792257,5.969253842815228,7.175549964378222,2,5.175549964378222,1.0
2026-01-15T06:25:00Z,11.0,4.0,10.91166355760103,3.9890074081414344,14.098206148846133,9,5.098206148846133,1.0
2026-01-15T06:26:00Z,7.0,6.0,7.4228849468507665,5.969349948145419,15.551741182555446,10,5.551741182555446,1.0
2026-01-15T06:27:00Z,6.0,8.0,6.232704194230285,7.97878949912215,13.805655912662699,10,3.805655912662699,2.0
2026-01-15T06:28:00Z,3.0,12.0,3.537506208236996,11.905236294642084,5.437925861251442,1,4.437925861251442,1.0
2026-01-15T06:29:00Z,5.0,3.0,5.433331227125307,3.0380494796393167,7.833207643725837,4,3.833207643725837,1.0
2026-01-15T06:30:00Z,10.0,8.0,9.836679583995132,7.93986609723457,9.730021165468957,6,3.7300211654689566,0.0
2026-01-15T06:31:00Z,4.0,7.0,4.8145183687906155,6.974009712874246,7.570529856361626,2,5.570529856361626,1.0
2026-01-15T06:32:00Z,10.0,7.0,9.923623227183729,6.969203503615052,10.524949614900116,4,6.524949614900116,1.0
2026-01-15T06:33:00Z,7.0,7.0,7.346091274013726,6.964205669458684,10.906835254417999,5,5.906835254417999,1.0
2026-01-15T06:34:00Z,5.0,6.0,5.531283390073565,5.9594494336997075,10.478669245747636,4,6.478669245747636,1.0
2026-01-15T06:35:00Z,8.0,3.0,8.183041837968712,3.0036877018312254,15.658023416833046,9,6.658023416833046,2.0
2026-01-15T06:36:00Z,8.0,7.0,8.336535514227508,6.944574160167427,17.04998480583337,10,7.049984805833368,2.0
2026-01-15T06:37:00Z,9.0,6.0,9.06163787986862,5.959400538679446,20.15222218195438,12,8.152222181954379,2.0
2026-01-15T06:38:00Z,4.0,3.0,4.860396180774696,3.0134426052220107,21.99917579243035,12,9.99917579243035,2.0
2026-01-15T06:39:00Z,12.0,9.0,11.707976365346259,8.915113736476847,24.792038456214097,15,9.792038456214097,2.0
2026-01-15T06:40:00Z,6.0,4.0,6.55598205251277,3.9986402542996125,27.34938028933231,17,10.34938028933231,3.0
2026-01-15T06:41:00Z,6.0,5.0,6.3645269103226205,4.969325796850844,28.74458143769943,18,10.74458143769943,3.0
2026-01-15T06:42:00Z,7.0,6.0,7.304508016911579,5.964278950705121,30.08481053879126,20,10.08481053879126,3.0
2026-01-15T06:43:00Z,8.0,6.0,8.175547423219232,5.974130565758152,32.286227431127415,21,11.286227431127415,4.0
2026-01-15T06:44:00Z,6.0,7.0,6.398433171780862,6.969203734374067,31.715456903398593,19,12.715456903398593,4.0
2026-01-15T06:45:00Z,6.0,8.0,6.4308801474348645,7.9641322642088745,30.18220482147787,17,13.182204821477871,4.0
2026-01-15T06:46:00Z,9.0,8.0,8.921827774090426,7.944622209410556,31.15941042099987,19,12.159410420999869,4.0
2026-01-15T06:47:00Z,3.0,3.0,3.6902284929131355,3.008662700219026,31.840976248524267,20,11.840976248524267,4.0
2026-01-15T06:48:00Z,6.0,6.0,6.1040965856369525,5.964351990940055,31.980720878039378,20,11.980720878039378,5.0
2026-01-15T06:49:00Z,4.0,8.0,4.440793809244846,7.9495483211042925,28.47196640098584,17,11.471966400985838,4.0
2026-01-15T06:50:00Z,5.0,6.0,5.434264535628521,6.0035178215939045,27.902713149813653,16,11.902713149813653,4.0
2026-01-15T06:51:00Z,9.0,11.0,8.95392318942391,10.92016069107823,25.936475682939403,14,11.936475682939403,4.0
2026-01-15T06:52:00Z,5.0,6.0,5.3929427407309785,6.028050929880585,25.301367528556575,12,13.301367528556575,4.0
2026-01-15T06:53:00Z,3.0,13.0,3.5317141071140044,12.905236404631504,15.927845265791934,4,11.927845265791934,2.0
2026-01-15T06:54:00Z,6.0,7.0,6.145664504887826,6.98881217438549,15.084697631033103,2,13.084697631033103,3.0
2026-01-15T06:55:00Z,5.0,5.0,5.5138017754160735,4.993932301511555,15.60456713966208,2,13.60456713966208,3.0
2026-01-15T06:56:00Z,9.0,8.0,8.99887121238487,7.944622325503037,16.658816061253507,2,14.658816061253507,2.0
2026-01-15T06:57:00Z,6.0,6.0,6.302261435526444,5.978887161639001,16.982190369835543,4,12.982190369835543,2.0
2026-01-15T06:58:00Z,3.0,6.0,3.491776785264426,5.94969415679825,14.524273032980632,1,13.524273032980632,2.0
2026-01-15T06:59:00Z,4.0,2.0,4.357724131188296,2.0184424652145174,16.863554733617804,3,13.863554733617804,3.0
2026-01-15T07:00:00Z,6.0,8.0,6.2190502638437195,7.934793895230365,15.147811136878174,1,14.147811136878174,3.0
2026-01-15T07:01:00Z,6.0,7.0,6.302277705647735,6.969034577798181,14.481054299358407,1,13.481054299358407,2.0
2026-01-15T07:02:00Z,6.0,6.0,6.271955159230226,5.96930115696316,14.783708336239238,2,12.783708336239238,2.0
2026-01-15T07:03:00Z,5.0,5.0,5.521631560033004,4.988909598903133,15.316430331965757,1,14.316430331965757,2.0
2026-01-15T07:04:00Z,9.0,8.0,9.044834785147545,7.949548427484436,16.411716724208,2,14.411716724207999,2.0
2026-01-15T07:05:00Z,7.0,7.0,7.305629195145732,6.978983497533158,16.73836245638182,3,13.738362456381822,2.0
2026-01-15T07:06:00Z,5.0,8.0,5.519902845519147,7.9642289600551415,14.294036376388915,1,13.294036376388915,2.0
2026-01-15T07:07:00Z,8.0,8.0,7.973128596511879,7.954377463396803,14.312787544028637,2,12.312787544028637,2.0
2026-01-15T07:08:00Z,3.0,5.0,3.7298213180038258,4.979129822530098,13.06347907400802,0,13.06347907400802,2.0
2026-01-15T07:09:00Z,8.0,4.0,7.9238352871099025,3.988958013439171,16.99835638216529,5,11.99835638216529,2.0
2026-01-15T07:10:00Z,4.0,7.0,4.435449730480446,6.949500369953106,14.484305777159575,1,13.484305777159575,2.0
2026-01-15T07:11:00Z,3.0,6.0,3.496953357308845,5.969228349558646,12.012030819356859,0,12.012030819356859,2.0
2026-01-15T07:12:00Z,6.0,5.0,6.338418543201358,4.9937380307436925,13.356711366241418,1,12.356711366241418,2.0
2026-01-15T07:13:00Z,10.0,9.0,9.789148842303643,8.924965810581407,14.220894432369963,0,14.220894432369963,1.0
2026-01-15T07:14:00Z,2.0,4.0,2.863750070215289,4.008467819360224,13.076176717610405,0,13.076176717610405,2.0
2026-01-15T07:15:00Z,7.0,7.0,7.054246615983695,6.944645978267288,13.185777389691108,0,13.185777389691108,2.0
2026-01-15T07:16:00Z,6.0,5.0,6.170569223053312,4.9691322368133,14.38721441027368,1,13.38721441027368,2.0
2026-01-15T07:17:00Z,2.0,3.0,2.539169858156754,2.979178474976895,13.947205827774217,0,13.947205827774217,2.0
2026-01-15T07:18:00Z,3.0,3.0,3.532061045968458,2.9840324989257376,14.495234409115342,0,14.495234409115342,3.0
2026-01-15T07:19:00Z,9.0,6.0,9.007066362595303,5.9544992745489225,17.547801531437585,3,14.547801531437585,3.0
2026-01-15T07:20:00Z,8.0,6.0,8.464291957715897,5.98393410527625,20.028159418130272,6,14.028159418130272,2.0
2026-01-15T07:21:00Z,11.0,9.0,11.048249548154901,8.959303318031107,22.117105682483718,11,11.117105682483718,2.0
2026-01-15T07:22:00Z,8.0,10.0,8.438090754377619,9.954449647912636,20.600746823154758,9,11.600746823154758,2.0
2026-01-15T07:23:00Z,8.0,8.0,8.430639509797636,7.998639258017897,21.0327471091166,9,12.032747109116599,2.0
2026-01-15T07:24:00Z,11.0,12.0,10.876870729051085,11.929794358853698,19.979823513471956,8,11.979823513471956,2.0
2026-01-15T07:25:00Z,4.0,8.0,4.7014086007209706,7.978935309694919,16.70229683863126,5,11.70229683863126,2.0
2026-01-15T07:26:00Z,6.0,6.0,6.3950103589992935,5.974252473561567,17.12305475817727,6,11.123054758177268,2.0
2026-01-15T07:27:00Z,10.0,5.0,9.829710967528934,4.979178821215976,21.973586938573256,11,10.973586938573256,3.0
2026-01-15T07:28:00Z,3.0,6.0,3.69952239226318,5.978984083630068,19.694125281263837,7,12.694125281263837,2.0
2026-01-15T07:29:00Z,5.0,9.0,5.400672920533486,8.934720946364338,16.160077289464535,4,12.160077289464535,2.0
2026-01-15T07:30:00Z,9.0,5.0,8.956172907680676,4.993762161665417,20.122488069484948,9,11.122488069484948,3.0
2026-01-15T07:31:00Z,5.0,6.0,5.476021883873073,5.964350997790566,19.63415898954615,7,12.634158989546151,2.0
2026-01-15T07:32:00Z,5.0,6.0,5.357199157476128,5.964254890460541,19.02710329051333,7,12.027103290513331,2.0
2026-01-15T07:33:00Z,6.0,5.0,6.223249982362608,4.974252587006363,20.276100719793995,8,12.276100719793995,3.0
2026-01-15T07:34:00Z,5.0,5.0,5.395190635370374,4.993883612571706,20.67740777648939,8,12.677407776489389,3.0
2026-01-15T07:35:00Z,6.0,10.0,6.311833953061498,9.949353298843157,17.039888464576563,5,12.039888464576563,2.0
2026-01-15T07:36:00Z,7.0,11.0,7.30604606296661,10.934599121371253,13.41133544001245,0,13.41133544001245,1.0
2026-01-15T07:37:00Z,8.0,5.0,8.262068934198949,4.998785809668535,16.674618598354805,3,13.674618598354805,2.0
2026-01-15T07:38:00Z,8.0,5.0,8.300359759721735,4.9792512497259676,19.995727142133436,6,13.995727142133436,2.0
2026-01-15T07:39:00Z,8.0,7.0,8.186734815615008,6.969083682193826,21.2133783093084,7,14.2133783093084,2.0
2026-01-15T07:40:00Z,5.0,9.0,5.648694982678322,8.934769832435208,17.92730349327558,4,13.92730349327558,2.0
2026-01-15T07:41:00Z,10.0,4.0,9.925443362424605,4.013539983146103,23.83920690624813,8,15.83920690624813,3.0
2026-01-15T07:42:00Z,6.0,8.0,6.551947307340711,7.959424513554367,22.43172973369834,7,15.43172973369834,3.0
2026-01-15T07:43:00Z,8.0,10.0,8.058285470627034,9.94932974498251,20.540685492976085,6,14.540685492976085,2.0
2026-01-15T07:44:00Z,4.0,8.0,4.571220870207935,7.964302205350015,17.14760419143633,2,15.14760419143633,2.0
2026-01-15T07:45:00Z,6.0,5.0,6.349461247221138,4.998834213066903,18.49823125916162,2,16.49823125916162,2.0
2026-01-15T07:46:00Z,9.0,8.0,8.957813888774913,7.959327559035648,19.49671762244028,3,16.49671762244028,2.0
2026-01-15T07:47:00Z,4.0,9.0,4.563331370115719,8.944451687146678,15.115597338916837,1,14.115597338916837,2.0
2026-01-15T07:48:00Z,5.0,5.0,5.276363059560012,4.979032472358453,15.412927959593622,0,15.412927959593622,2.0
2026-01-15T07:49:00Z,5.0,3.0,5.357542484826119,2.9792272123841963,17.79124326547818,1,16.79124326547818,3.0
2026-01-15T07:50:00Z,6.0,3.0,6.430457887403065,2.9839841703365346,21.23771701595448,4,17.23771701595448,3.0
2026-01-15T07:51:00Z,10.0,6.0,9.953417052333787,5.944695197251331,25.246438904413488,7,18.246438904413488,3.0
2026-01-15T07:52:00Z,6.0,4.0,6.385603009076509,4.003565939258527,27.628476007574303,11,16.628476007574303,3.0
2026-01-15T07:53:00Z,4.0,9.0,4.370734620671574,8.934745063565003,23.06446559798999,6,17.06446559798999,3.0
2026-01-15T07:54:00Z,3.0,7.0,3.611443844551377,6.9740576998279655,19.701851775988246,3,16.701851775988246,3.0
2026-01-15T07:55:00Z,9.0,6.0,8.921914881190768,5.984031371600965,22.63973531881822,6,16.63973531881822,3.0
2026-01-15T07:56:00Z,6.0,8.0,6.511568183606806,7.95940070703332,21.191902828597037,5,16.191902828597037,3.0
2026-01-15T07:57:00Z,8.0,8.0,8.173469517703024,7.9740330687333865,21.39133931073685,5,16.39133931073685,2.0
2026-01-15T07:58:00Z,7.0,9.0,7.14564528034224,8.954401075433449,19.582583548780274,3,16.582583548780274,2.0
2026-01-15T07:59:00Z,2.0,7.0,2.8716104366059856,6.974106348449001,15.480087670035969,0,15.480087670035969,2.0
2026-01-15T08:00:00Z,10.0,6.0,9.870667821428132,5.974203774775203,19.376551749751407,3,16.376551749751407,2.0
2026-01-15T08:01:00Z,8.0,6.0,8.123964838275043,5.974178906111764,21.526337714940844,7,14.526337714940844,3.0
2026-01-15T08:02:00Z,2.0,7.0,2.697441528475874,6.969058298806966,17.254720977598968,2,15.254720977598968,2.0
2026-01-15T08:03:00Z,5.0,8.0,5.060631397808246,7.934720783507423,14.380631624851796,0,14.380631624851796,2.0
2026-01-15T08:04:00Z,2.0,2.0,2.4773315320539835,2.003663594479586,14.854299595340715,0,14.854299595340715,3.0
2026-01-15T08:05:00Z,3.0,3.0,3.2815443126382533,2.9644492228950177,15.171394717960796,0,15.171394717960796,4.0
2026-01-15T08:06:00Z,3.0,3.0,3.5575250451360696,2.97420365114192,15.754716144793546,0,15.754716144793546,4.0
2026-01-15T08:07:00Z,9.0,4.0,8.824888070775483,3.983812830461811,20.59579141790746,5,15.59579141790746,4.0
2026-01-15T08:08:00Z,4.0,8.0,4.430893591001639,7.915112929252266,17.111572112418195,0,17.111572112418195,3.0
2026-01-15T08:09:00Z,2.0,1.0,2.4956516963831046,1.0281240125763544,18.57909982894724,0,18.57909982894724,3.0
2026-01-15T08:10:00Z,4.0,6.0,4.314324177985714,5.9250630547750465,16.968360984840842,0,16.968360984840842,3.0
2026-01-15T08:11:00Z,6.0,2.0,6.260360348692779,1.9937388076568374,21.23498255851984,4,17.23498255851984,4.0
2026-01-15T08:12:00Z,7.0,3.0,7.254483300874059,2.9693021621952966,25.52016372980163,8,17.52016372980163,5.0
2026-01-15T08:13:00Z,7.0,4.0,7.179151753784606,3.96442434323928,28.73489117290975,11,17.73489117290975,5.0
2026-01-15T08:14:00Z,4.0,4.0,4.527734438668842,4.003541879279425,29.259083764821106,9,20.259083764821106,4.0
2026-01-15T08:15:00Z,6.0,11.0,6.271884723652085,10.910162300574383,24.620806220379777,4,20.620806220379777,3.0
2026-01-15T08:16:00Z,7.0,6.0,7.29460797625017,6.008370190879189,25.9070440381904,6,19.9070440381904,4.0
2026-01-15T08:17:00Z,8.0,9.0,8.050368913689532,8.93974393844448,25.017669045833422,4,21.017669045833422,3.0
2026-01-15T08:18:00Z,3.0,6.0,3.654385947438908,5.979033386142181,22.693021639485984,1,21.693021639485984,3.0
2026-01-15T08:19:00Z,6.0,5.0,6.186999412587685,4.984128405853145,23.895892678534224,2,21.895892678534224,3.0
2026-01-15T08:20:00Z,6.0,7.0,6.300478269636997,6.974033274627587,23.222337705814688,3,20.222337705814688,3.0
2026-01-15T08:21:00Z,6.0,10.0,6.264399314525814,9.929722084728198,19.557014967840452,0,19.557014967840452,3.0
